Action ID,Deal Type,Announce Date,Target Ticker,Acquirer Ticker,Deal Status,Deal Offer,Deal Attributes,Deal Description,Currency of Deal,Proposed Deal Type,Payment Type,Proposal Date,Amendment Date,Competing Bid Date,Completion/Termination Date,Announced Premium,Competing Bid Premium,Current Premium,Percent Owned,Percent Sought,Target Termination Fee,Acquirer Termination Fee,Has Contingency Payment,Target Industry Sector,Acquirer Industry Sector,Adviser Fees Disclosed,Target Legal Adviser,Acquirer Legal Adviser,Legal Adviser to Target Financial,Legal Adviser to Acquirer Financial,Target Financial Adviser,Acquirer Financial Adviser,Acquirer Financial Adviser Fee,Nature of Bid,Target Country/Region,Acquirer Country/Region,Target Security Description,Acquirer Security Description,Target Security Type,Acquirer Security Type,Target Revenue,Target Total Assets,Acquirer Total Assets,Acquirer Revenue,Target Gross Fixed Assets,Acquirer Gross Fixed Assets,Target Other Current Assets,Acquirer Other Assets,Target Current Assets to Total Assets,Acquirer Current Assets to Total Assets,Target Current Assets Reported,Acquirer Current Assets Reported,Acquirer Other Assets to Total Assets,Target Total Assets (FY-Specific - BDP),Target Revenue (FY-Specific - BDP),Acquirer Total Assets (FY-Specific - BDP),Acquirer Revenue (FY-Specific - BDP),Target Total Assets (Best Available),Target Total Assets Source,Acquirer Total Assets (Best Available),Acquirer Total Assets Source,Target Revenue (Best Available),Target Revenue Source,Acquirer Revenue (Best Available),Acquirer Revenue Source,Announced Total Value (mil.),Regime No.,Regime Start,Regime End,Intermediate Combined (R'm),Intermediate Target (R'm),Large Combined (R'm),Large Target (R'm),CPI Index (Dec 2024=100),CPI YoY %,Nominal GDP (R million),"Real GDP (R million, 2015 prices)","GDP Deflator (Index, 2015=100)",GDP Deflator YoY %,Market Capitalisation (R million),"Combined Limb Value (best of 4 routes, R'm)","Target Limb Value (max of assets/turnover, R'm)",Classification,Data Completeness,Year
192525216,M&A,2019/2/23,1026484D PW,0793986D PW,Completed,,"Cross Border, Majority Purchase",Bounty Brands Pty Ltd sold Sonko Sp zoo to Oshee Polska SP ZOO. The transaction was announced on 2/23/2019 and completed on 8/19/2024. Financial terms of the transaction are undisclosed.,ZAR,,Undisclosed,,,,2024/8/19,,,,0.000000,0.000000,,,No,Consumer Staples,Consumer Staples,N,,A&O Shearman LLP,,,,,,Friendly,South Africa,Poland,1026484D,0793986D,Private Comp,Private Comp,719.993,757.196,1416.87,1511.65,,,106.186,,38.6668,33.9943,292.784,481.656,43.2354,242.14616395,144.76287327,116.82881773,214.16615353,242.14616395,FY-specific (point-in-time),116.82881773,FY-specific (point-in-time),144.76287327,FY-specific (point-in-time),214.16615353,FY-specific (point-in-time),,4,2017-10-01,2026-04-30,600,100,6600,190,77.8,4.14166666666667,5625206.5,4583667.1,122.722841281384,4.61352417603231,17459094.0,2268.846,757.196,Intermediate,Full (4/4),2019
19291374,M&A,2005/9/16,MES SJ,LMI LN,Completed,,"Company Takeover, Squeeze Out, Cross Border, Additional Stake Purchase",Lonmin Ltd acquired Messina Ltd for ZAR 76.77M. The transaction was announced on 9/16/2005 and completed on 2/7/2006.,ZAR,,Cash,,2005/11/18,,2006/2/7,7.69,,,91.500000,8.500000,,,No,Materials,Materials,N,Webber Wentzel,Cliffe Dekker,,,PwC,Nedbank Capital,,Friendly,South Africa,United Kingdom,MES,LMI,Common Stock,Common Stock,276.131,1159.88,14154.6,17584.6,,66281.6,,,5.71877,61.2613,66.331,8671.31,,1159.882,276.131,1733,1030,1159.882,FY-specific (point-in-time),1733.0,FY-specific (point-in-time),276.131,FY-specific (point-in-time),1030.0,FY-specific (point-in-time),76.77,2,2001-02-01,2009-03-31,200,30,3500,100,35.275,3.4,1837001.4,3411409.9,53.8487444736559,5.5970108718677,3586112.0,18744.48,1159.88,Large,Full (4/4),2005
19338275,INV,2005/9/22,1058Z SJ,184023Z SJ,Completed,,"Cross Border, Minority Purchase",Aeroporti di Roma SpA/Old sold a minority stake in Airports Co South Africa SOC Ltd to Public Investment Corp Ltd. The transaction was announced on 9/22/2005 and completed on 12/21/2005.,EUR,,Cash,,,,2005/12/21,,,,0.000000,20.000000,,,No,Real Estate,Financials,N,,,,,,Merrill Lynch,,Friendly,South Africa,South Africa,1058Z,184023Z,Private Comp,Private Comp,8807.62,33300,4617.25,1261.76,34758.7,185.389,1248.73,,22.901,85.5959,7626.06,3952.18,,4081.323974609375,1864.883056640625,,,4081.323974609375,FY-specific (point-in-time),4617.25,MA-screen (current/latest - NOT point-in-time),1864.883056640625,FY-specific (point-in-time),1261.76,MA-screen (current/latest - NOT point-in-time),1657.61,2,2001-02-01,2009-03-31,200,30,3500,100,35.275,3.4,1837001.4,3411409.9,53.8487444736559,5.5970108718677,3586112.0,37917.25,33300.0,Large,Full (4/4),2005
194567973,INV,2019/6/3,SUR SJ,GPL SJ,Withdrawn,,Minority Purchase,Grand Parade Investments Ltd announced the acquisition of a minority stake in Spur Corp Ltd. Financial terms of the transaction are undisclosed.,ZAR,Negotiation,Undisclosed,2019/6/3,,,2019/12/3,,,,0.000000,0.000000,,,No,Consumer Discretionary,Financials,N,,,,,,,,Friendly,South Africa,South Africa,SUR,GPL,Common Stock,Common Stock,4190.71,1549.35,1142.11,0.292,,,62.403,,56.5301,11.1155,875.848,126.951,88.2081,1019.729,891.797,2783.751,1101.707,1019.729,FY-specific (point-in-time),2783.751,FY-specific (point-in-time),891.797,FY-specific (point-in-time),1101.707,FY-specific (point-in-time),,4,2017-10-01,2026-04-30,600,100,6600,190,77.8,4.14166666666667,5625206.5,4583667.1,122.722841281384,4.61352417603231,17459094.0,5332.82,4190.71,Intermediate,Full (4/4),2019
196141996,INV,2019/6/27,SUR SJ,SUR SJ,Pending,,Minority Purchase,Grand Parade Investments Ltd announced the sale of a minority stake in Spur Corp Ltd to Spur Corp Ltd. The transaction was announced on 6/27/2019 and is currently pending.,ZAR,,Cash,,,,,,,,0.000000,0.000000,,,No,Consumer Discretionary,Consumer Discretionary,N,,,,,,,,Friendly,South Africa,South Africa,SUR,SUR,Common Stock,Common Stock,4190.71,1549.35,1549.35,4190.71,,,62.403,,56.5301,56.5301,875.848,875.848,32.4453,1019.729,891.797,1019.729,891.797,1019.729,FY-specific (point-in-time),1019.729,FY-specific (point-in-time),891.797,FY-specific (point-in-time),891.797,FY-specific (point-in-time),260.35,4,2017-10-01,2026-04-30,600,100,6600,190,77.8,4.14166666666667,5625206.5,4583667.1,122.722841281384,4.61352417603231,17459094.0,8381.42,4190.71,Large,Full (4/4),2019
196236653,INV,2019/6/28,OCE SJ,BRT SJ,Pending,,Additional Stake Purchase,Tiger Brands Ltd announced the sale of Oceana Group Ltd to Brimstone Investment Corp Ltd. The transaction was announced on 6/28/2019 and is currently pending. Financial terms of the transaction are undisclosed.,ZAR,,Undisclosed,,,,,,,,22.879999,1.110000,,,No,Consumer Staples,Consumer Staples,N,,,,,,,,Friendly,South Africa,South Africa,OCE,BRT,Common Stock,Common Stock,9995,13556,4495.57,413.736,4564,,446,,36.6996,5.55264,4975,249.623,79.6875,10699.481,7657.311,10896.551,3376.655,10699.481,FY-specific (point-in-time),10896.551,FY-specific (point-in-time),7657.311,FY-specific (point-in-time),3376.655,FY-specific (point-in-time),,4,2017-10-01,2026-04-30,600,100,6600,190,77.8,4.14166666666667,5625206.5,4583667.1,122.722841281384,4.61352417603231,17459094.0,18051.57,13556.0,Large,Full (4/4),2019
196585326,M&A,2019/7/2,FVT SJ,SAR SJ,Withdrawn,,Company Takeover,"On 08/14/2019, it was announced that Safari withdrew it's proposed offer to acquire Fairvest Investments. On 07/02/2019, it was reported that Safari Investments RSA Ltd proposed a merge agreement with Fairvest Property Holdings Ltd to acquire all shares of the company.",ZAR,Preliminary Offer,Stock,2019/7/2,,,2019/8/14,4.36,,,0.000000,100.000000,,,No,Real Estate,Consumer Discretionary,N,,Webber Wentzel,,,Java Capital,Nedbank Ltd,,Friendly,South Africa,South Africa,FVT,SAR,REIT,REIT,579.566,3822.85,4581.11,627.502,,,,,,,174.43,557.124,4.0639,3324.972,435.212,2939.779,257.838,3324.972,FY-specific (point-in-time),2939.779,FY-specific (point-in-time),435.212,FY-specific (point-in-time),257.838,FY-specific (point-in-time),3050.23,4,2017-10-01,2026-04-30,600,100,6600,190,77.8,4.14166666666667,5625206.5,4583667.1,122.722841281384,4.61352417603231,17459094.0,8403.96,3822.85,Large,Full (4/4),2019
19658552,BUY,2005/8/18,NPK SJ,NPK SJ,Completed,,,,ZAR,,,,,,2005/10/31,-1.75,,,0.000000,0.000000,,,,Materials,Materials,N,,Edward Nathan,,,,Rand Merchant Bk,,,South Africa,,NPK,NPK,Common Stock,Common Stock,10726.8,10992.4,10992.4,10726.8,7993.5,7993.5,1223.4,,54.7142,54.7142,6014.4,6014.4,,11185.6,17494.6,11185.6,17494.6,11185.6,FY-specific (point-in-time),11185.6,FY-specific (point-in-time),17494.6,FY-specific (point-in-time),17494.6,FY-specific (point-in-time),1012.67,2,2001-02-01,2009-03-31,200,30,3500,100,35.275,3.4,1837001.4,3411409.9,53.8487444736559,5.5970108718677,3586112.0,21984.8,10992.4,Large,Full (4/4),2005
196763086,INV,2019/7/4,SAC SJ,PRU US,Pending,,"Cross Border, Additional Stake Purchase",Prudential Financial Inc announced the acquisition of SA Corporate Real Estate Ltd. The transaction was announced on 7/4/2019 and is currently pending. Financial terms of the transaction are undisclosed.,ZAR,,Undisclosed,,,,,,,,8.370000,6.690000,,,No,Real Estate,Financials,N,,,,,,,,Friendly,South Africa,United States,SAC,PRU,REIT,Common Stock,2922.45,21463.5,1.28185e+07,1.08661e+06,,,,,,,771.525,,27.6922,20396.007,2309.524,815078,62992,20396.007,FY-specific (point-in-time),815078.0,FY-specific (point-in-time),2309.524,FY-specific (point-in-time),62992.0,FY-specific (point-in-time),,4,2017-10-01,2026-04-30,600,100,6600,190,77.8,4.14166666666667,5625206.5,4583667.1,122.722841281384,4.61352417603231,17459094.0,12839963.5,21463.5,Large,Full (4/4),2019
197058673,M&A,2019/7/10,SAC SJ,EMI SJ,Withdrawn,3.4900,Company Takeover,Emira Property Fund Ltd announced the acquisition of SA Corporate Real Estate Ltd for ZAR 13443.93M.,ZAR,Preliminary Offer,Stock,2019/7/10,,,2019/8/6,19.35,,3.0800,0.000000,100.000000,,,No,Real Estate,Real Estate,N,,,,,,,,Friendly,South Africa,South Africa,SAC,EMI,REIT,REIT,2922.45,21463.5,16388.7,1459.26,,,,,,,771.525,1808.18,36.0209,20396.007,2309.524,15170.678,1828.871,20396.007,FY-specific (point-in-time),15170.678,FY-specific (point-in-time),2309.524,FY-specific (point-in-time),1828.871,FY-specific (point-in-time),13443.86,4,2017-10-01,2026-04-30,600,100,6600,190,77.8,4.14166666666667,5625206.5,4583667.1,122.722841281384,4.61352417603231,17459094.0,37852.2,21463.5,Large,Full (4/4),2019
197508784,M&A,2019/2/28,CTK SJ,KARO US,Completed,,"Cross Border, Majority Purchase",One August Holdings Pty Ltd sold Cartrack Holdings Ltd to Karooooo Ltd for ZAR 2748.48M. The transaction was announced on 2/28/2019 and completed on 7/17/2019.,ZAR,,Cash,,,,2019/7/17,,,,0.000000,68.169998,,,No,Technology,Technology,N,,,,,,,,Friendly,South Africa,Singapore,CTK,KARO,Common Stock,Common Stock,1941.89,1844.45,5794.14,5479.12,1785.73,6612.17,52.179,,30.7231,30.3982,566.674,1761.31,15.2247,1077.75,1324.245,1077.75,1324.245,1077.75,FY-specific (point-in-time),1077.75,FY-specific (point-in-time),1324.245,FY-specific (point-in-time),1324.245,FY-specific (point-in-time),2748.49,4,2017-10-01,2026-04-30,600,100,6600,190,77.8,4.14166666666667,5625206.5,4583667.1,122.722841281384,4.61352417603231,17459094.0,7736.030000000001,1941.89,Large,Full (4/4),2019
197510548,M&A,2019/7/18,CTK SJ,KARO US,Completed,,"Mandatory Offer, Company Takeover, Cross Border, Additional Stake Purchase, Tender Offer",Karooooo Ltd acquired Cartrack Holdings Ltd for ZAR 0.40M. The transaction was announced on 7/18/2019 and completed on 10/7/2019.,ZAR,,Cash,,,,2019/10/7,-25.46,,,68.169998,0.010000,,,No,Technology,Technology,N,,,,,,,,Friendly,South Africa,Singapore,CTK,KARO,Common Stock,Common Stock,1941.89,1844.45,5794.14,5479.12,1785.73,6612.17,52.179,,30.7231,30.3982,566.674,1761.31,15.2247,1077.75,1324.245,1077.75,1324.245,1077.75,FY-specific (point-in-time),1077.75,FY-specific (point-in-time),1324.245,FY-specific (point-in-time),1324.245,FY-specific (point-in-time),0.40,4,2017-10-01,2026-04-30,600,100,6600,190,77.8,4.14166666666667,5625206.5,4583667.1,122.722841281384,4.61352417603231,17459094.0,7736.030000000001,1941.89,Large,Full (4/4),2019
197529088,M&A,2019/7/19,PFG SJ,PEP US,Completed,,"Company Takeover, Cross Border",PepsiCo Inc acquired Pioneer Foods Group Ltd for ZAR 25951.62M. The transaction was announced on 7/19/2019 and completed on 3/24/2020.,ZAR,Negotiation,Cash,2019/7/18,,,2020/3/24,56.78,,,0.000000,100.000000,,,No,Consumer Staples,Consumer Staples,N,Webber Wentzel,Bowman Gilfillan/Davis Polk/Freshfields,,,PSG Group Ltd,Centerview/JP Morgan/UBS,,Friendly,South Africa,United States,PFG,PEP,Common Stock,Common Stock,22272.6,14663.6,1.79255e+06,1.6814e+06,9460.85,1.07911e+06,383.444,,44.6711,26.0235,6550.4,466486,42.5181,14541.072,20151.853,77648,64661,14541.072,FY-specific (point-in-time),77648.0,FY-specific (point-in-time),20151.853,FY-specific (point-in-time),64661.0,FY-specific (point-in-time),25951.45,4,2017-10-01,2026-04-30,600,100,6600,190,77.8,4.14166666666667,5625206.5,4583667.1,122.722841281384,4.61352417603231,17459094.0,1814822.6,22272.6,Large,Full (4/4),2019
197997722,M&A,2019/7/26,SAC SJ,DIB SJ,Terminated,,Company Takeover,Dipula Properties Ltd announced the acquisition of SA Corporate Real Estate Ltd for ZAR 15113.00M. The transaction was announced on 7/26/2019 and terminated on 8/5/2019.,ZAR,,Stock,,,,2019/8/5,,,,0.000000,100.000000,,,No,Real Estate,Real Estate,N,,Werksmans,,,,,,Friendly,South Africa,South Africa,SAC,DIB,REIT,REIT,2922.45,21463.5,11219.6,1522.33,,,,,,,771.525,389.207,3.6352,20396.007,2309.524,9273.384,1102.598,20396.007,FY-specific (point-in-time),9273.384,FY-specific (point-in-time),2309.524,FY-specific (point-in-time),1102.598,FY-specific (point-in-time),15113.10,4,2017-10-01,2026-04-30,600,100,6600,190,77.8,4.14166666666667,5625206.5,4583667.1,122.722841281384,4.61352417603231,17459094.0,32683.1,21463.5,Large,Full (4/4),2019
198715135,M&A,2019/8/6,REB SJ,DLT SJ,Withdrawn,,Company Takeover,Delta Property Fund Ltd announced the acquisition of Rebosis Property Fund Ltd for ZAR 9921.07M.,ZAR,,Undisclosed,2019/8/6,,,2020/2/6,,,,0.000000,100.000000,,,No,Real Estate,Real Estate,N,,,,,,PSG Group Ltd,,Friendly,South Africa,South Africa,REB,DLT,REIT,REIT,1666.66,13512.2,6476.37,1166.6,,30.157,,,,,316.407,780.967,97.2862,21654.693,2261.439,12435.281,1584.34,21654.693,FY-specific (point-in-time),12435.281,FY-specific (point-in-time),2261.439,FY-specific (point-in-time),1584.34,FY-specific (point-in-time),9921.12,4,2017-10-01,2026-04-30,600,100,6600,190,77.8,4.14166666666667,5625206.5,4583667.1,122.722841281384,4.61352417603231,17459094.0,19988.57,13512.2,Large,Full (4/4),2019
198733327,INV,2019/8/6,AXL SJ,ZCL SJ,Completed,,"Cross Border, Minority Purchase",A consortium led by Coronation Fund Managers Ltd sold a minority stake in African Phoenix Investments Ltd to Zarclear Holdings Ltd. The transaction was completed on 8/6/2019.,ZAR,,Cash,,,,2019/8/6,,,,0.000000,21.469999,,,No,Financials,Financials,N,,,,,,,,Friendly,South Africa,South Africa,AXL,ZCL,Common Stock,Common Stock,102.993,1400.32,3664.12,-79.953,,,,,,,,,5.66699,2070.692,230.862,1223.105,-37.18,2070.692,FY-specific (point-in-time),1223.105,FY-specific (point-in-time),230.862,FY-specific (point-in-time),-37.18,FY-specific (point-in-time),245.05,4,2017-10-01,2026-04-30,600,100,6600,190,77.8,4.14166666666667,5625206.5,4583667.1,122.722841281384,4.61352417603231,17459094.0,5064.44,1400.32,Intermediate,Full (4/4),2019
198817799,INV,2019/8/7,SAC SJ,INL SJ,Completed,,Minority Purchase,Investec Ltd acquired a minority stake in SA Corporate Real Estate Ltd. The transaction was completed on 8/7/2019. Financial terms of the transaction are undisclosed.,ZAR,,Undisclosed,,,,2019/8/7,,,,0.000000,5.077600,,,No,Real Estate,Financials,N,,,,,,,,Friendly,South Africa,South Africa,SAC,INL,REIT,Common Stock,2922.45,21463.5,1.43453e+06,111529,,,,,,,771.525,,9.32369,20396.007,2309.524,57616.844,4309.538,20396.007,FY-specific (point-in-time),57616.844,FY-specific (point-in-time),2309.524,FY-specific (point-in-time),4309.538,FY-specific (point-in-time),,4,2017-10-01,2026-04-30,600,100,6600,190,77.8,4.14166666666667,5625206.5,4583667.1,122.722841281384,4.61352417603231,17459094.0,1455993.5,21463.5,Large,Full (4/4),2019
199890169,INV,2019/8/27,BAW SJ,1186539D LN,Completed,,"Cross Border, Minority Purchase",Silchester International Investors LLP acquired a minority stake in Barloworld Ltd. The transaction was completed on 8/27/2019. Financial terms of the transaction are undisclosed.,ZAR,,Undisclosed,,,,2019/8/27,,,,0.000000,10.090000,,,No,Consumer Discretionary,Financials,N,,,,,,,,Friendly,South Africa,United Kingdom,BAW,1186539D,Common Stock,Private Comp,37711,44307,2057.61,4485.71,18425,,2073,,58.4129,74.6348,25881,1535.69,,49259,60094,100.63848383300001,224.9717369260925,49259.0,FY-specific (point-in-time),100.63848383300001,FY-specific (point-in-time),60094.0,FY-specific (point-in-time),224.9717369260925,FY-specific (point-in-time),,4,2017-10-01,2026-04-30,600,100,6600,190,77.8,4.14166666666667,5625206.5,4583667.1,122.722841281384,4.61352417603231,17459094.0,48792.71,44307.0,Large,Full (4/4),2019
20119569,INV,2005/12/8,PGR SJ,VUN SJ,Completed,,Minority Purchase,Vunani Ltd acquired a minority stake in Peregrine Holdings Ltd. The transaction was completed on 12/8/2005.,ZAR,,Cash,,,,2005/12/8,,,,0.000000,13.000000,,,No,Financials,Financials,N,,,,,,,,Friendly,South Africa,South Africa,PGR,VUN,Common Stock,Common Stock,1653.08,9218.02,1989.22,808.796,,135.945,,,,38.8187,,772.19,,1897.465,390.549,,,1897.465,FY-specific (point-in-time),1989.22,MA-screen (current/latest - NOT point-in-time),390.549,FY-specific (point-in-time),808.796,MA-screen (current/latest - NOT point-in-time),156.00,2,2001-02-01,2009-03-31,200,30,3500,100,35.275,3.4,1837001.4,3411409.9,53.8487444736559,5.5970108718677,3586112.0,11207.24,9218.02,Large,Full (4/4),2005
202763261,M&A,2019/10/8,213619Z SJ,TKG SJ,Withdrawn,,"Company Takeover, Cross Border, Minority Purchase",Telkom SA SOC Ltd announced the acquisition of a minority stake in Cell C Ltd. Financial terms of the transaction are undisclosed.,ZAR,Negotiation,Undisclosed,2019/10/8,,,2019/11/29,,,,0.000000,0.000000,,,No,Communications,Communications,N,,,,,,,,Friendly,South Africa,South Africa,213619Z,TKG,Private Comp,Common Stock,15749.1,25636.3,64418,44477,34750.5,,96.7123,,17.6911,28.8211,4535.34,18566,14.7583,1556.6024544,1008.8388963383144,50341,39661,1556.6024544,FY-specific (point-in-time),50341.0,FY-specific (point-in-time),1008.8388963383144,FY-specific (point-in-time),39661.0,FY-specific (point-in-time),,4,2017-10-01,2026-04-30,600,100,6600,190,77.8,4.14166666666667,5625206.5,4583667.1,122.722841281384,4.61352417603231,17459094.0,90054.3,25636.3,Large,Full (4/4),2019
203953951,INV,2019/10/28,4114211Z SJ,BNP FP,Completed,,"Cross Border, Minority Purchase",Absa Group Ltd sold a minority stake in Edcon Holdings Ltd to BNP Paribas SA. The transaction was announced on 10/28/2019 and completed on 2/1/2020. Financial terms of the transaction are undisclosed.,ZAR,,Undisclosed,,,,2020/2/1,,,,0.000000,0.000000,,,No,Consumer Discretionary,Financials,N,,,,,,,,Friendly,South Africa,France,4114211Z,BNP,Private Comp,Common Stock,25343,20809,5.43037e+07,2.17164e+06,7528,,1377,,43.5869,,9070,,17.6268,,,2040836,60895,20809.0,MA-screen (current/latest - NOT point-in-time),2040836.0,FY-specific (point-in-time),25343.0,MA-screen (current/latest - NOT point-in-time),60895.0,FY-specific (point-in-time),,4,2017-10-01,2026-04-30,600,100,6600,190,77.8,4.14166666666667,5625206.5,4583667.1,122.722841281384,4.61352417603231,17459094.0,54329043.0,25343.0,Large,Full (4/4),2019
205954792,INV,2019/11/28,UTR SJ,MRSH US,Completed,,"Cross Border, Minority Purchase",Steinhoff International Holdings NV sold a minority stake in Unitrans Ltd/South Africa to Marsh & McLennan Cos Inc. The transaction was announced on 11/28/2019 and completed on 6/30/2020. Financial terms of the transaction are undisclosed.,EUR,,Undisclosed,,,,2020/6/30,,,,0.000000,25.100000,,,No,Industrials,Financials,N,,,,,,,,Friendly,South Africa,United States,UTR,MRSH,Common Stock,Common Stock,13401.2,5078.01,972643,482405,2622.32,65571.8,424.048,,63.087,39.5163,3203.57,384352,56.5849,,,21578,14950,5078.01,MA-screen (current/latest - NOT point-in-time),21578.0,FY-specific (point-in-time),13401.2,MA-screen (current/latest - NOT point-in-time),14950.0,FY-specific (point-in-time),,4,2017-10-01,2026-04-30,600,100,6600,190,77.8,4.14166666666667,5625206.5,4583667.1,122.722841281384,4.61352417603231,17459094.0,986044.2,13401.2,Large,Full (4/4),2019
206268370,M&A,2019/12/3,ZCL SJ,AXL SJ,Withdrawn,4.4000,Company Takeover,African Phoenix Investments Ltd announced the acquisition of Zarclear Holdings Ltd for ZAR 994.69M.,ZAR,Preliminary Offer,Cash,2019/12/3,,,2019/12/3,,,,0.000000,100.000000,,,No,Financials,Financials,N,,,,,,,,Friendly,South Africa,South Africa,ZCL,AXL,Common Stock,Common Stock,-79.953,3664.12,1400.32,102.993,,,,,,,,,14.7271,1223.105,-37.18,2070.692,230.862,1223.105,FY-specific (point-in-time),2070.692,FY-specific (point-in-time),-37.18,FY-specific (point-in-time),230.862,FY-specific (point-in-time),994.69,4,2017-10-01,2026-04-30,600,100,6600,190,77.8,4.14166666666667,5625206.5,4583667.1,122.722841281384,4.61352417603231,17459094.0,5064.44,3664.12,Intermediate,Full (4/4),2019
20648054,M&A,2006/1/31,ALX SJ,APK SJ,Completed,,Company Takeover,Astrapak Ltd acquired Alex White Holdings Ltd for ZAR 98.52M. The transaction was completed on 1/31/2006.,ZAR,,Cash,,,,2006/1/31,35.02,,,0.000000,100.000000,,,No,Industrials,Materials,N,Edward Nathan,,,,,,,Friendly,South Africa,South Africa,ALX,APK,Common Stock,Unit,125.754,105.845,1840.51,1348.37,91.122,1515.18,0.039,,52.6156,51.8073,55.691,953.517,,105.84500122070312,125.75399780273438,1112.528,1650.227,105.84500122070312,FY-specific (point-in-time),1112.528,FY-specific (point-in-time),125.75399780273438,FY-specific (point-in-time),1650.227,FY-specific (point-in-time),98.52,2,2001-02-01,2009-03-31,200,30,3500,100,36.9166666666667,4.64166666666667,2057593.9,3602578.7,57.114474695584,6.06463577535368,5041515.0,1966.264,125.754,Intermediate,Full (4/4),2006
20665891,M&A,2006/2/1,684799Z SJ,CSL SJ,Completed,,"Company Takeover, Additional Stake Purchase",Speciality Glass Holdings Pty Ltd sold Consol Glass Pty Ltd to Consol Ltd for ZAR 71.20M. The transaction was completed on 2/1/2006.,ZAR,,Cash,,,,2006/2/1,,,,73.400002,26.600000,,,No,Materials,Materials,N,,Taback & Assoc,,,,Standard Bank of,,Friendly,South Africa,South Africa,684799Z,CSL,Private Comp,Common Stock,4188.7,8889.5,2339.6,2456.9,3429.7,2612.7,49.6,,18.7513,40.4856,1666.9,947.2,,,,2041.9000244140625,2245.699951171875,8889.5,MA-screen (current/latest - NOT point-in-time),2041.9000244140625,FY-specific (point-in-time),4188.7,MA-screen (current/latest - NOT point-in-time),2245.699951171875,FY-specific (point-in-time),71.20,2,2001-02-01,2009-03-31,200,30,3500,100,36.9166666666667,4.64166666666667,2057593.9,3602578.7,57.114474695584,6.06463577535368,5041515.0,11346.4,8889.5,Large,Full (4/4),2006
20756662,M&A,2006/2/9,PIM SJ,LSAK US,Completed,,Company Takeover,Lesaka Technologies Inc acquired Prism Holdings Ltd/South Africa for ZAR 613.65M. The transaction was announced on 2/9/2006 and completed on 7/4/2006.,ZAR,,Cash,,2006/3/3,,2006/7/4,20.30,,,0.000000,100.000000,,,No,Technology,Financials,N,,,,,,Morgan Stanley,,Friendly,South Africa,South Africa,PIM,LSAK,Common Stock,Common Stock,301.066,186.351,11466,12196.1,85.712,2297.82,2.566,,65.3739,38.2861,121.825,4389.89,,186.350998,301.06601,181.754,176.29,186.350998,FY-specific (point-in-time),181.754,FY-specific (point-in-time),301.06601,FY-specific (point-in-time),176.29,FY-specific (point-in-time),613.65,2,2001-02-01,2009-03-31,200,30,3500,100,36.9166666666667,4.64166666666667,2057593.9,3602578.7,57.114474695584,6.06463577535368,5041515.0,12497.166000000001,301.066,Large,Full (4/4),2006
