Deal Type,Announce Date,Target Name,Acquirer Name,Announced Total Value (mil.),Deal Status,Target Industry Sector,Acquirer Industry Sector,Target Sales/Revenue/Turnover,Acquirer Sales/Revenue/Turnover,Target Total Assets,Acquirer Total Assets
"M&A",2004/3/5,"Earlybird Farm Pty Ltd","Astral Foods Ltd",250.00,"Completed","Consumer Staples","Consumer Staples",,22619.2,,9325.82
"AST",2021/9/16,"Portfolio of inner city residential properties/Johannesburg","Lonsa Group Ltd",546.25,"Completed","Real Estate","Financials",,,,
"AST",1999/11/4,"Capespan International Holdings Ltd","Fyffes PLC",229.02,"Completed","Industrials","Consumer Staples",,13962.6,,7466.12
"M&A",2011/12/8,"Hotel Formula 1","Tsogo Sun Limited",308.65,"Completed","Consumer Discretionary","Consumer Discretionary",,10841,,14695
"M&A",2004/4/26,"Golden Arrow Bus Services Pty Ltd","Hosken Consolidated Investments Ltd",250.00,"Completed","Industrials","Consumer Discretionary",,24172.5,,64182
"M&A",2018/8/28,"Ladismith Cheese Co Pty Ltd","Sea Harvest Group Ltd",527.00,"Completed","Consumer Staples","Consumer Staples",,6642.96,,9519.88
"AST",2003/8/7,"Corpbuild","Iliad Africa Ltd",271.74,"Completed","N.A.","Consumer Discretionary",,4365.45,,1640.62
"AST",2004/2/9,"Nkomati Nickel Joint Venture","African Rainbow Minerals Ltd",257.37,"Completed","N.A.","Materials",,11709,,74325
"INV",2002/9/5,"Energy Africa Pty Ltd","Petroliam Nasional Bhd",392.48,"Completed","Energy","Energy",1793.83,1.11107e+06,2357.54,3.16375e+06
"INV",2010/4/1,"Delta Mining Consolidated Pty Ltd","Consolidated Growth Holdings Ltd",267.70,"Completed","Materials","Materials",,,,80.0834
"INV",2003/3/12,"Ocfish Holding Co Ltd","Public Investment Corp Ltd",296.16,"Completed","Financials","Financials",,1261.76,,4617.25
"M&A",2010/12/10,"Pro Roof Steel Merchants Pty Ltd","Andulela Investment Holdings Ltd",252.00,"Completed","Materials","Financials",,1539.39,,714.472
"M&A",2005/2/16,"Peters Papers","Management Group,Izingwe Capital,Actis LLP (Fund: Actis Africa Fund 2 LP)",220.00,"Completed","Consumer Discretionary","Financials, Financials",,,,
"M&A",1999/11/3,"Alstom South Africa Pty Ltd","Alstom SA",225.00,"Completed","Utilities","Industrials",,385492,,686963
"INV",2000/9/14,"Peoples Bank Ltd","Investor Group",260.00,"Completed","Financials","N.A.",,,,
"AST",2021/2/24,"Telecom operations/South Africa","Convergence Partners Management Pty Ltd",529.00,"Completed","Technology","Financials",,,,
"M&A",2019/9/26,"Blue Label Mobile Group Proprietary Ltd","Lesaka Technologies Inc",544.00,"Completed","Communications","Financials",,11987.1,,11585.4
"M&A",2003/7/28,"Viking Pony Properties 359 Pty Ltd","Randgold & Exploration Co Ltd",266.22,"Completed","Real Estate","Materials",,,,50.495
"INV",2021/7/5,"Divercity Urban Property Fund Pvt Ltd","British International Investment PLC,Futuregrowth Asset Management Pty Ltd,Private Investor",513.37,"Completed","Real Estate","Financials, Financials",,,,
"INV",2007/10/30,"AfriCap Microfinance Investment Co","European Investment Bank,Accion International,Nederlandse Financierings-Maatschappij voor Ontwikkelingslanden NV,Calmeadow,Finfund Ltd,Norfund AS,Swedfund International AB",235.67,"Completed","Financials","Government, Consumer Discretionary, Government, Financials, Financials, Financials, Financials",,,,
"M&A",2005/6/2,"Samancor Chrome Ltd","Hanwa Co Ltd",245.03,"Completed","Materials","Materials",4082.13,307380,6260.85,129755
"AST",2016/4/10,"InterContinental Hotel Lusaka","QG Investments Africa Management Ltd",538.10,"Completed","Consumer Discretionary","Financials",,,,
"M&A",2014/12/4,"Wirecard Africa Holding Pty Ltd","Wirecard AG",401.33,"Completed","Financials","Financials",,31475.2,,96426.7
"M&A",2011/12/19,"Juta & Co Ltd","Kagiso Media Ltd",300.00,"Completed","Communications","Communications",,1335.95,,1826.15
"INV",2025/1/27,"ISA Carstens Holdings SA Pty Ltd","NetEd Education Holdings SA Pty Ltd",668.00,"Completed","Consumer Discretionary","Consumer Discretionary",,,,
"M&A",2000/12/18,"RCI Southern Africa","Avis Budget Group Inc",272.75,"Completed","N.A.","Consumer Discretionary",,208331,,517832
"AST",2011/9/9,"Property portfolio","Arrow Creek Investments 227 Pty Ltd",258.30,"Completed","N.A.","Financials",,,,
"M&A",2000/12/5,"Three units","Chemical Services Ltd",271.04,"Completed","N.A.","Materials",,,,
"M&A",2007/11/1,"President Steyn Gold Mines Ltd","Pamodzi Gold Ltd",232.80,"Completed","Materials","Materials",48.145,,,862.653
"M&A",2013/8/7,"Safika Cement Holdings Pty Ltd","PPC Ltd",350.00,"Completed","Materials","Materials",,10255,,10106
"AST",2002/11/4,"Rosebank Mall & JHI House","Acucap Properties Ltd",350.00,"Completed","Real Estate","Real Estate",,679.829,,12572.8
"M&A",2002/12/20,"Monyetla Property Fund Ltd","Edge to Edge 188 Ltd",313.77,"Completed","Real Estate","Real Estate",151.191,,1296.07,
"AST",2002/12/17,"Rosebank Mall & JHI House","Hyprop Investments Ltd",320.00,"Completed","Real Estate","Real Estate",,4879.83,,41638.4
"M&A",2003/5/9,"Coronation Holdings Ltd","Coronation Investments and Trading Ltd",254.84,"Completed","Financials","Financials",1383,,7026,
"INV",2016/7/12,"Dorper Wind Farm RF Pty Ltd","Mahube Infrastructure Ltd",501.00,"Completed","Utilities","Financials",,,,592.729
"M&A",2022/11/4,"MTN Afghanistan Ltd","M1 Ventures LLC",628.00,"Completed","Communications","Financials",,,,
"INV",2023/2/1,"Lulalend","DEG-Deutsche Investitions- und Entwicklungsgesellschaft mbH,Triodos Investment Management BV,International Finance Corp (Fund: IFC Financial Institutions Growth Fund LP),Quona Capital Management Ltd (Fund: Accion Quona Inclusion Fund LP),Women's World Banking Inc,Lightrock LLP (Fund: Lightroc...",601.71,"Completed","Financials","Financials, Financials, Financials, Government, Financials, Financials",,,,
"INV",2014/8/7,"Movile Internet Movel SA","Naspers Ltd,Innova Capital SA",376.58,"Completed","Industrials","Financials, Communications",3051.5,,2098.1,
"M&A",2010/6/28,"Indwe Broker Holdings Group Ltd","Santam Ltd",263.40,"Completed","Financials","Financials",,50952,,82392
"AST",2008/8/11,"Two medium sized hotels/South Africa","African Sun Ltd",270.00,"Completed","N.A.","Real Estate",,989.663,,2602.43
"M&A",2016/8/11,"Snowball Wealth Pty Ltd,Midbrook Lane Pty Ltd","Conduit Capital Ltd",464.00,"Completed","Financials, Financials","Financials",,1053.88,,1408.84
"M&A",2006/2/6,"LA Group Ltd","Clifton Dunes Investments 327 Pty Ltd",211.30,"Completed","Consumer Discretionary","Financials",,,,
"M&A",2004/6/8,"Stenham Group Ltd","Unnamed Buyer,Management Group",227.29,"Completed","Financials","N.A.",,,,
"M&A",2000/2/7,"Mercury Alpha Capital Ltd","Mercury Consolidated Holdings Pty Ltd",216.84,"Completed","Financials","Financials",,,,
"M&A",2007/4/27,"Sasol Dyno Nobel","Dyno Nobel Pty Ltd",243.55,"Completed","Materials","Materials",,,,
"INV",2007/4/27,"Sasol Dyno Nobel","Dyno Nobel Pty Ltd",243.55,"Completed","Materials","Materials",,,,
"INV",2019/1/30,"United Exports Ltd/South Africa","Nederlandse Financierings-Maatschappij voor Ontwikkelingslanden NV,International Finance Corp (Fund: IFC Global Financial Institutions Fund),Investment Fund for Developing Countries (Fund: Danish SDG Investment Fund)",465.32,"Completed","Consumer Staples","Government, Government, Financials",,,,
"M&A",2007/5/29,"Gope Exploration Co Pty Ltd","Gem Diamonds Ltd",242.97,"Completed","Materials","Materials",,1759.59,,4635.48
"INV",2012/10/1,"Norsad Finance","Finnfund,Norfund AS,Swedfund International AB,Investment Fund for Developing Countries",284.49,"Completed","Financials","Financials, Financials, Financials, Financials",,,,
"INV",2004/5/13,"African Life Assurance Co Ltd","Mvelaphanda Holdings Pty Ltd",235.00,"Completed","Financials","Financials",3604.3,,13106,
"AST",2011/5/6,"Namaqualand Mines","Emerald Panther Investments 78 Pty Ltd",225.00,"Completed","N.A.","Materials",,,,
"INV",2008/2/7,"Platinum Mile Resources Pty Ltd","Aquarius Platinum Ltd",258.41,"Completed","Materials","Materials",,2353.79,,7218.72
"AST",2002/10/10,"Portfolio of 27 investment pptys","Redefine Properties Ltd",349.50,"Completed","Real Estate","Real Estate",,11007.4,,106323
"AST",2002/2/14,"South African Airways","Transnet SOC Ltd",384.09,"Completed","Industrials","Industrials",28120,82691,13376,366867
"M&A",2018/7/11,"Mirren Pty Ltd","Cipla Ltd/India",450.00,"Completed","Health Care","Health Care",,54524.5,,76535.3
"M&A",2007/2/16,"Fidelity Cash Management Services Pty Ltd","G4S Ltd",237.73,"Completed","Industrials","Industrials",,146796,,105669
"M&A",2022/2/23,"ONE Financial Services Holdings Pty Ltd","Old Mutual Ltd",500.00,"Completed","Financials","Financials",,137675,,1.36792e+06
"M&A",2019/5/2,"Efekto Zambia Ltd,Agro-Serve Pty Ltd,Afrikelp Holdings Pty Ltd,Efekto Care Pty Ltd,Marltons Pets and Products Pty Ltd","Private Investor,Nedbank Capital Private Equity,RMB Ventures Seven Pty Ltd",480.00,"Completed","Health Care, Health Care, Health Care, Health Care, Consumer Staples","Financials, Financials",,,,
"INV",2022/5/31,"LifeCheq Pty Ltd","Private Investor,Naspers Ventures Ltd",514.41,"Completed","Financials","Financials",,,,
"M&A",2007/2/27,"Capital Outsourcing Group Pty Ltd","Adcorp Holdings Ltd",238.00,"Completed","Industrials","Industrials",,12458,,3026.54
"AST",2016/5/17,"Western Cape dealership business","Super Group Ltd/South Africa",512.00,"Completed","Consumer Discretionary","Consumer Discretionary",,44510.3,,38528.3
"INV",2010/8/6,"Business Connexion Group Ltd","BCG South Africa",237.51,"Completed","Technology","Technology",6512.28,,4001.55,
"M&A",2002/6/18,"Alcatel Altech Telecoms Ltd","Alcatel Lucent SAS",335.00,"Completed","Technology","Technology",,202291,,400223
"AST",2012/12/18,"Radisson Blu Gautrain Hotel","Hospitality Property Fund Ltd",275.00,"Completed","N.A.","Real Estate",,6047,,13674
"AST",2008/8/4,"12 General Electric locomotives","PME African Infrastructure Opportunities PLC",235.00,"Completed","N.A.","Financials",,,,38.2394
"M&A",2007/12/4,"Meyker Construction Pty Ltd,Meyker Re Teng Construction Pty Ltd","Sanyati Holdings Ltd",220.00,"Completed","Industrials, Industrials","Industrials",,,,
"AST",2023/10/13,"Capital equipment finance business/Sasfin Bank Ltd","African Bank Holdings Ltd",610.00,"Completed","Financials","Financials",,7706,,49341
"AST",2001/10/29,"3 President Steyn subsids","Thistle Mining Inc",298.22,"Completed","N.A.","Materials",,,,
"M&A",2005/5/5,"Sovereign Health Pty Ltd","FirstRand Ltd",190.00,"Completed","Health Care","Financials",,155879,,2.58654e+06
"INV",2004/10/11,"Pepkor Ltd","Consortium",208.00,"Completed","Consumer Discretionary","N.A.",7045.12,,3211.55,
"SPIN",2014/8/28,"Deneb Investments Ltd","Shareholders",337.37,"Completed","Consumer Discretionary","Consumer Discretionary",4339.29, ,3431.78, 
"M&A",2006/12/4,"Funerary Management Services Ltd","Adcorp Holdings Ltd",226.87,"Completed","Industrials","Industrials",,12458,,3026.54
"M&A",2014/9/25,"Alpha Pharm Pty Ltd/South Africa","Shogun Holdings & Finanz",350.00,"Completed","Consumer Staples","Financials",,,,
"M&A",2004/4/23,"New Africa Media Holdings Pty Ltd","Old Primedia Ltd",208.80,"Completed","Communications","Communications",,,,
"AST",2017/2/15,"Masa Chrome Co Pty Ltd,Rustenburg Platinum Mines Ltd Union Mine","Siyanda Resources Pty Ltd",400.00,"Completed","Materials, Materials","Financials",,,,
"M&A",2001/7/27,"Advent Properties Pty Ltd","Atlas Properties Ltd",253.25,"Completed","Real Estate","Real Estate",32.518,624.298,223.693,1391.51
"M&A",2002/9/17,"Robertsons Homecare Holdings Ltd","Tiger Brands Ltd",325.00,"Completed","Materials","Consumer Staples",,34392,,26955
"AST",2001/3/26,"Ngezi project","Impala Platinum Holdings Ltd",243.85,"Completed","N.A.","Materials",,85459,,135857
"M&A",2022/5/10,"Burger King South Africa Pty Ltd","Emerging Capital Partners LLC",493.97,"Completed","Consumer Discretionary","Financials",,,,
"INV",2006/9/28,"Peregrine Holdings Ltd","BEE consortium",234.52,"Completed","Financials","N.A.",1653.08,,9218.02,
"M&A",2000/3/2,"Grove Property Fund Ltd","Pangbourne Properties Ltd",194.50,"Completed","Real Estate","Real Estate",,,,
"AST",2003/2/17,"ETC gold mine complex","Metorex Ltd",255.00,"Completed","N.A.","Materials",,507.315,,972.895
"M&A",2015/2/16,"Set Point Group Ltd","Torre Industries Ltd",354.46,"Completed","Industrials","Industrials",359.376,1450,235.593,1161
"M&A",2004/6/2,"Denny Mushrooms Pty Ltd","AVI Ltd",197.50,"Completed","Consumer Staples","Consumer Staples",,16021.5,,10497.2
"AST",2009/4/1,"Four coal mines/Waterberg Coalfield","Firestone Energy Ltd",282.50,"Completed","N.A.","Materials",,,,
"INV",2020/1/21,"Skynamo Pty Ltd","Five Elms Capital LLC",433.88,"Completed","Technology","Financials",,,,
"INV",2022/12/9,"Moove Vehicle Ltd","Franklin Templeton Investments ME Ltd",520.29,"Completed","Technology","Financials",,,,
"M&A",2014/1/30,"C&L Mining & Resources Pty Ltd","Sedibelo Platinum Mines Ltd",336.10,"Completed","Materials","Materials",,2125.19,,3866.8
"INV",2023/4/5,"Peach Payments","Private Investor,Apis Partners LLP (Fund: Apis Growth Fund II LP)",541.65,"Completed","Technology","Financials",,,,
"M&A",2013/2/20,"Bilston Investments Proprietary Ltd","Unnamed Buyer",266.70,"Completed","Financials","N.A.",,,,
"INV",2024/1/10,"Seedstars Africa Ventures","European Investment Bank",560.43,"Completed","Financials","Government",,510570,,1.11266e+07
"M&A",2008/6/23,"Limosa Business Finance Pte Ltd","African Dawn Capital Ltd",240.00,"Completed","Financials","Financials",,15.435,,13.604
"M&A",2008/6/5,"Multimedia Solutions Corp","Lenco Mobile Inc",232.50,"Completed","Communications","Communications",,147.4,,79.5883
"INV",2016/3/9,"Universal Coatings Pty Ltd","Medu Capital",450.00,"Completed","Consumer Discretionary","Financials",,,,
"AST",2006/1/1,"Mozambican sugar plant","Origny-Naples SAS",187.48,"Completed","N.A.","Consumer Staples",,,,
"M&A",2001/10/30,"Bateman Project Holdings Ltd","Charton Investments SA",277.56,"Completed","Industrials","Financials",2605.95,,,
"M&A",2006/2/1,"Multinet/South Africa","PSG Group Ltd",180.00,"Completed","Financials","Financials",,7453,,26793
"AST",2013/2/25,"Clearwater Office Park Letting Enterprise","Annuity Properties Pty Ltd",258.52,"Completed","N.A.","Real Estate",,229.584,,1940.51
"M&A",2007/10/30,"Global Roofing Solutions Pty Ltd","Consolidated Steel Industries Pty Ltd",190.00,"Completed","Consumer Discretionary","Materials",,,,
"M&A",2021/10/11,"Alaris Holdings Ltd","Tadvest Ltd,CRH Investments Pty Ltd,Conexus Venture Capital Fund,Nguni Investments Proprietary Ltd,Chauke Investments Proprietary Ltd,Brazen Force Investments Proprietary Ltd",434.94,"Completed","Technology","Financials, Real Estate, Financials, Financials, Financials",563.762,,583.963,
"AST",2020/7/13,"Certain commercially viable stores & selected assets","Foschini Group Ltd/The",480.00,"Completed","Consumer Discretionary","Consumer Discretionary",,62423,,60205
"M&A",2000/11/7,"KSDP Group Pty Ltd","Tempus Group Ltd",218.61,"Completed","Communications","Communications",,,,2058.53
"M&A",2018/12/14,"Amalgamated Electronic Corp Ltd","Carlyle Group Inc/The",413.00,"Completed","Industrials","Financials",131.28,87568.1,164.709,482362
"AST",2002/3/22,"Natal Portland Cement Co Ltd","Intercement Portugal SA",328.90,"Completed","Materials","Materials",,20694,,62144.4
"INV",2013/4/17,"Capespan Group Ltd","Zeder Financial Services Ltd",263.44,"Completed","Consumer Staples","Financials",,,,
"M&A",2007/4/4,"Mine Waste Solutions Pty Ltd","First Uranium Corp",204.50,"Completed","Industrials","Materials",,,,42.705
"INV",2024/10/22,"Trevally Group Pty Ltd,Sherpa Trade And Invest 31 Pty Ltd","African Bank Holdings Ltd",500.00,"Completed","Consumer Discretionary, Consumer Discretionary","Financials",,7706,,49341
"INV",2009/11/24,"MTN Cote d'Ivoire SA","AfricInvest-TunInvest Group",211.77,"Completed","Communications","Financials",,,,
"AST",2001/11/27,"Siemens Telecommunications Pty Ltd","Reunert Ltd",282.06,"Completed","Communications","Industrials",,13881,,12759
"M&A",2002/10/4,"Plessey Corp Ltd","Pembani Group Pty Ltd",293.27,"Completed","Technology","Financials",1441.82,,985.556,
"M&A",2008/2/25,"Queensgate Leisure Holdings Pty Ltd","Queensgate Hotel and Leisure Ltd",215.89,"Completed","Financials","Consumer Discretionary",,121.011,,457.958
"M&A",2007/3/1,"Radiant Group Pty Ltd","South Ocean Holdings Ltd",204.75,"Completed","Industrials","Industrials",,2502.28,,1433.45
"M&A",2011/8/15,"Ferro Industrial Products Pty Ltd","Unnamed Buyer",200.00,"Completed","Materials","N.A.",,,,
"M&A",2022/3/11,"Hoonar Tekwurks Consulting Pty Ltd,Xpert Decision Sytems Pty Ltd,Managed Integrity Evaluation Pty Ltd,Zenaptix Pty Ltd","LR Africa Holdings Ltd",422.00,"Completed","Technology, Technology, Technology, Technology","Financials",,,,
"M&A",2024/11/20,"Recharger Pty Ltd","Lesaka Technologies Inc",507.00,"Completed","Industrials","Financials",,11987.1,,11585.4
"M&A",2007/4/4,"New Way Motor & Diesel Engineering","enX Group Ltd",200.00,"Completed","Industrials","Industrials",,378.355,,1554.24
"AST",1999/5/7,"Standard General Insurance Co Ltd/The","Capital Alliance Holdings Ltd",170.94,"Completed","Financials","Financials",,,,
"AST",2000/7/24,"Asset mgmt business","Franklin Templeton International",193.50,"Completed","N.A.","N.A.",,,,
"M&A",1999/1/5,"Sabot Management Ltd","Terrafin Holdings Ltd",160.00,"Completed","Industrials","Industrials",,68.321,,21.41
"AST",2003/3/5,"DNA assets","Super Group Ltd/South Africa",220.00,"Completed","N.A.","Industrials",,44510.3,,38528.3
"AST",2000/2/8,"Ppty portfolio","IPROP Holdings Ltd",173.87,"Completed","N.A.","Real Estate",,67.959,,265.545
"M&A",1999/8/27,"Irvin & Johnson Ltd","AVI Ltd",167.56,"Completed","Consumer Staples","Consumer Staples",,16021.5,,10497.2
"M&A",2019/7/29,"Crest Chemicals Ltd","Brenntag SE",390.00,"Completed","Materials","Materials",,306273,,206596
"M&A",2005/8/10,"African Life Health Pty Ltd","FirstRand Ltd",175.80,"Completed","Financials","Financials",,155879,,2.58654e+06
"M&A",2015/8/6,"P & L Hardware Ltd","Cashbuild Ltd",350.00,"Completed","Consumer Discretionary","Consumer Discretionary",,11477.6,,6606.85
"AST",2011/11/14,"Yellow maize milling business","Afgri Ltd",220.00,"Completed","N.A.","Consumer Staples",,8573,,7396
"M&A",2004/7/13,"African Cables Ltd","Reunert Ltd",167.54,"Completed","Industrials","Industrials",,13881,,12759
"AST",2009/10/23,"Shoprite Mayville Property Lending Business","Fortress Real Estate Investmen",203.80,"Completed","Real Estate","Real Estate",,6015.61,,59861.6
"M&A",2004/8/31,"SAIL Group Ltd","Consortium",181.91,"Completed","Consumer Discretionary","N.A.",185.596,,,
"INV",2014/8/13,"Evraz Highveld Steel & Vanadium Ltd","Macrovest",289.00,"Completed","Materials","Industrials",5192,,3588,
"INV",2009/2/23,"Grindrod South Africa Pty Ltd","Calulo Petrochemicals Pty Ltd,Adopt-a-School Foundation",274.00,"Completed","Industrials","Materials, Consumer Discretionary",,,,
"AST",2025/8/19,"Protea Gardens Mall/ Johannesburg","Setso Group Pty Ltd",478.10,"Completed","Consumer Discretionary","Financials",,,,
"M&A",2024/9/13,"DAM Nai Wind Power JSC","SUSI Partners AG",478.84,"Completed","Energy","Financials",,,,
"INV",2005/5/18,"Barplats Investments Pty Ltd","Gubevu Consortium Investment Holdings Pty Ltd",172.80,"Completed","Materials","Materials",385.624,,685.425,
"AST",2005/8/11,"Erf 170 Roggebaai/Cape Town","Spearhead Property Holdings Ltd",170.84,"Completed","N.A.","Real Estate",,,,
"M&A",2023/9/18,"Capespan Group Ltd","3 Sisters Pty Ltd",511.00,"Completed","Consumer Staples","Financials",,,,
"M&A",2010/2/15,"Bauba A Hlabirwa Mining Investments Pty Ltd","Bauba Resources Ltd",207.78,"Completed","Materials","Materials",,277.1,,545.089
"INV",2004/10/27,"Astrapak Ltd","Royal Bafokeng Nation",165.40,"Completed","Materials","Government",1348.37,,1840.51,
"M&A",2016/11/22,"Kanu Equipment Ltd","Management Group,Phatisa Group Ltd (Fund: African Agriculture Fund LLC),Kanthu Nkhama Capital Pty Ltd",376.05,"Completed","Industrials","Financials, Financials",,,,
"M&A",2006/8/25,"Franki Africa Pty Ltd","Esor Ltd",190.52,"Completed","Industrials","Industrials",,959.357,,636.305
"AST",2016/3/22,"5 buildings/Summit Place","Emira Property Fund Ltd",403.00,"Completed","Real Estate","Real Estate",,1459.26,,16388.7
"INV",2007/7/17,"Siyathenga Property Fund Ltd","Siyam Investments Pty Ltd,Siyat Investments Pty Ltd",183.97,"Completed","Real Estate","Financials, Financials",202.922,,1828.72,
"M&A",2014/11/26,"Future Indefinite Investments 82 Pty Ltd,Maravest Pty Ltd,Maramedia Pty Ltd,Shetland Investments Pty Ltd","Advtech Ltd",289.24,"Completed","Financials, Financials, Financials, Financials","Consumer Discretionary",,9330.4,,11297
"M&A",2007/12/4,"Megatron Federal Pty Ltd","Ellies Holdings Ltd",179.24,"Completed","Utilities","Industrials",,993,,419.561
"AST",2000/10/4,"4 Fedsure Properties","Primegro Properties Ltd",190.77,"Completed","N.A.","Real Estate",,339.939,,2465.73
"AST",2011/12/7,"28 Harrison Street 88 Fox Street & Drummond Garage/Johannesburg","Rebosis Property Fund Ltd",211.00,"Completed","N.A.","Real Estate",,1666.66,,13512.2
"AST",2004/12/6,"2 Chemical businesses","AECI Ltd",150.00,"Completed","N.A.","Materials",,32183,,24402
"AST",2003/4/3,"Brakspruit platinum mining concession","Salplats",206.19,"Completed","N.A.","Materials",,,,
"AST",2004/4/29,"22 pptys portfolio/Lyons","Metboard Properties Ltd",177.89,"Completed","Real Estate","Real Estate",,,,
"M&A",2008/4/21,"Staff U Need Pty Ltd,Dithomo Labour Services Pty Ltd","Adcorp Holdings Ltd",200.00,"Completed","Industrials, Industrials","Industrials",,12458,,3026.54
"M&A",2001/12/13,"Malbak Rigids","Management Group",297.68,"Completed","Materials","N.A.",,,,
"AST",2012/7/2,"Menlyn Corner office building","Growthpoint Properties Ltd",210.00,"Completed","N.A.","Real Estate",,13568,,152179
"M&A",2010/1/29,"Lesego Platinum Mining Ltd","Village Main Reef Ltd",193.60,"Completed","Materials","Materials",,1480.08,,2326.38
"M&A",2014/5/20,"Milpark Education Pty Ltd","Apollo Education Group Inc",265.00,"Completed","Consumer Discretionary","Consumer Discretionary",,30990.6,,29614.1
